hash_digest,name,table,release,elapsed_secs
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,block_assignment,2020,0:00:38.003615
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,block_assignment,2010,0:00:18.809939
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,P1,dec_pl94_compare_2020_2010,0:07:20.986505
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,P2,dec_pl94_compare_2020_2010,0:06:16.717651
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,P3,dec_pl94_compare_2020_2010,0:08:53.751155
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,P4,dec_pl94_compare_2020_2010,0:05:47.509138
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,P5,dec2020_pl94,0:03:08.146513
caecfa17f7ec5e6c446e29851760d175,Chicago Public Schools High School Attendance Boundaries SY2122,H1,dec_pl94_compare_2020_2010,0:06:09.726068
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",block_assignment,2020,0:00:04.114591
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",block_assignment,2010,0:00:02.202610
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",P1,dec_pl94_compare_2020_2010,0:00:32.284269
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",P2,dec_pl94_compare_2020_2010,0:00:40.273161
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",P3,dec_pl94_compare_2020_2010,0:00:38.977424
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",P4,dec_pl94_compare_2020_2010,0:00:31.886958
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",P5,dec2020_pl94,0:00:12.167564
760bf29d05b86877b826dbffb80ff5c7,"Waco, TX Neighborhood Associations",H1,dec_pl94_compare_2020_2010,0:00:15.083374
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",block_assignment,2020,0:00:03.677520
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",block_assignment,2010,0:00:02.459145
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",P1,dec_pl94_compare_2020_2010,0:00:06.066751
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",P2,dec_pl94_compare_2020_2010,0:00:04.786604
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",P3,dec_pl94_compare_2020_2010,0:00:06.057538
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",P4,dec_pl94_compare_2020_2010,0:00:05.525554
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",P5,dec2020_pl94,0:00:01.984964
b225eff334004a236d9e2c62c0c7fd94,"Oklahoma City, OK Neighborhood Associations",H1,dec_pl94_compare_2020_2010,0:00:05.846393
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",block_assignment,2020,0:00:03.157724
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",block_assignment,2010,0:00:02.533602
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",P1,dec_pl94_compare_2020_2010,0:00:24.699327
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",P2,dec_pl94_compare_2020_2010,0:00:11.359848
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",P3,dec_pl94_compare_2020_2010,0:00:18.531130
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",P4,dec_pl94_compare_2020_2010,0:00:14.937021
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",P5,dec2020_pl94,0:00:05.765063
81bf61860eb300ae2acf8ab8ccacbfd6,"Oakland, CA electoral precincts (2022)",H1,dec_pl94_compare_2020_2010,0:00:15.686546
